household_id,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,collection_date_1a,collection_time_1a,collector,femalea_unfed,femalea_bloodfed,femalea_hg,femalea_gravid,femalea_ud,femalea_total,femalea_total_archived,male_anopheles,femalec_unfed,femalec_bloodfed,femalec_hg,femalec_gravid,femalec_ud,femalec_total,femalec_archive,male_culicine,notes_1a,form_enterer,date_entered_1a,formchecker,date_checked_1a,ento_form_1a_immediately_processed_summary_complete
S10,november_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-11-23,,4,0,0,0,0,0,0,,0,41,22,24,71,0,158,,237,,12,2022-11-24,1,2022-11-24,2
S10,december_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-12-14,,8,1,0,0,0,0,1,,1,31,1,18,51,0,101,,140,,10,2022-12-14,1,2022-12-14,2
S10,december_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-12-21,,8,0,0,0,0,0,0,,0,16,4,12,41,0,73,,142,,10,2022-12-21,1,2022-12-21,2
S11,january_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-01-22,,4,0,0,0,0,0,0,,0,7,10,16,4,0,37,,18,,3,2020-04-10,1,2020-04-10,1
S11,january_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-01-29,,4,0,2,0,0,0,2,,0,14,11,25,24,0,74,,98,,3,2020-04-10,1,2020-04-10,1
S11,february_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-02-05,,5,1,0,0,0,0,1,,0,9,1,46,27,0,83,,103,,3,2020-04-24,1,2020-04-24,1
S11,february_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-02-19,,5,0,0,0,0,0,0,,0,11,0,17,16,0,44,,96,,3,2020-04-27,1,2020-04-27,1
S11,february_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-02-26,,5,0,0,0,0,0,0,,0,5,4,15,39,0,63,,108,,3,2020-04-27,1,2020-04-27,1
S11,march_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-03-04,,3,0,0,0,0,0,0,,0,11,2,20,6,0,39,,56,,3,2020-04-30,1,2020-04-30,1
S11,march_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-03-18,,3,0,0,0,0,0,0,,0,3,0,1,0,0,4,,9,,3,2020-04-30,1,2020-04-30,1
S11,june_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-06-03,,4,0,0,0,0,0,0,,0,48,12,42,17,0,119,,59,,3,2020-06-05,1,2020-06-05,1
S11,june_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-06-17,,4,0,0,0,0,0,0,,0,34,13,51,16,0,114,,50,,3,2020-06-18,1,2020-06-18,1
S11,june_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-06-24,,2,0,0,0,0,0,0,,0,65,27,26,45,0,163,,149,,3,2020-06-26,1,2020-06-26,1
S11,july_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-07-08,,2,0,0,0,1,0,1,,0,13,20,11,15,1,60,,24,,3,2020-08-04,1,2020-08-04,1
S11,july_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-07-22,,3,0,0,0,0,0,0,,0,3,0,11,5,0,19,,14,,3,2020-08-05,1,2020-08-05,1
S11,july_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-07-29,,3,0,0,0,0,0,0,,0,2,1,3,3,0,9,,6,,3,2020-08-05,1,2020-08-05,1
S11,august_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-08-05,,8,0,0,0,0,0,0,,0,0,1,7,1,0,9,,4,,3,2020-08-20,1,2020-08-20,2
S11,august_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-08-19,,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2020-08-20,1,2020-08-20,2
S11,august_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-08-26,,8,0,0,0,0,0,0,,0,0,2,2,2,0,6,,1,,3,2020-09-02,1,2020-09-02,2
S11,september_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-09-02,,9,0,0,0,0,0,0,,0,0,0,2,2,0,4,,1,,4,2020-09-14,1,2020-09-14,2
S11,september_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-09-16,,9,0,0,0,0,0,0,,0,1,1,1,0,0,3,,2,,3,2020-09-23,1,2020-09-23,2
S11,september_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-09-23,,9,0,0,0,0,0,0,,0,0,1,2,0,0,3,,2,,3,2020-09-23,1,2020-09-23,2
S11,october_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-10-07,,7,0,0,0,0,0,0,,0,0,0,1,2,0,3,,6,,3,2020-10-07,1,2020-10-07,2
S11,october_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-10-21,,7,0,0,0,0,0,0,,0,4,18,10,4,0,36,,12,,3,2020-10-21,1,2020-10-21,2
S11,october_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-10-28,,2,0,0,0,0,0,0,,0,2,17,12,8,0,39,,5,,3,2020-11-04,1,2020-11-04,2
S11,november_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-11-04,,2,0,0,0,0,0,0,,0,1,2,2,5,0,10,,4,,3,2020-11-05,1,2020-11-05,2
S11,november_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-11-18,,6,0,0,0,0,0,0,,0,0,2,1,3,0,6,,7,,5,2020-11-18,1,2020-11-18,2
S11,november_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-11-25,,2,0,0,0,0,0,0,,0,0,9,5,13,0,27,,0,,3,2020-11-30,1,2020-11-30,2
S11,december_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-12-02,,6,0,0,0,0,0,0,,0,0,0,1,0,0,1,,3,,3,2020-12-02,1,2020-12-02,2
S11,december_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-12-16,,5,0,0,0,0,0,0,,0,0,1,1,0,0,2,,3,,4,2020-12-16,1,2020-12-16,2
S11,january_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-01-06,,4,0,0,0,0,0,0,,0,0,3,0,1,0,4,,1,,3,2021-01-07,1,2021-01-07,2
S11,january_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-01-20,,4,0,0,0,0,0,0,,0,0,0,2,4,1,7,,7,,3,2021-02-02,1,2021-02-02,2
S11,january_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-01-27,,4,0,0,0,0,0,0,,0,0,0,0,1,0,1,,1,,3,2021-02-03,1,2021-02-03,2
S11,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-02-17,,4,0,1,0,0,0,1,,0,0,0,3,2,0,5,,1,,3,2021-03-03,1,2021-03-03,2
S11,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-02-24,,4,0,0,0,0,0,0,,0,0,0,0,6,0,6,,7,,3,2021-03-19,1,2021-03-19,2
S11,march_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-03-17,,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,4,2021-04-01,1,2021-04-01,2
S11,march_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-03-24,,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2,,4,2021-04-01,1,2021-04-01,2
S11,march_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-03-31,,2,0,0,0,0,0,0,,0,0,0,0,3,0,3,,3,,4,2021-04-01,1,2021-04-01,2
S11,april_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-04-28,,7,0,1,0,0,0,1,,0,0,0,4,5,0,9,,9,,5,2021-04-28,1,2021-04-28,2
S11,may_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-05-26,,2,0,0,1,0,0,1,,2,4,13,4,5,0,26,,6,,5,2021-06-09,1,2021-06-09,2
S11,may_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-05-19,,10,0,2,0,0,0,2,,2,10,0,11,7,0,28,,15,,5,2021-06-11,1,2021-06-11,2
S11,june_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-06-16,,9,0,0,0,0,0,0,,0,2,3,5,6,0,16,,6,,4,2021-07-01,1,2021-07-01,2
S11,june_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-06-23,,9,0,0,0,0,0,0,,0,0,4,5,3,0,12,,10,,4,2021-07-01,1,2021-07-01,2
S11,june_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-06-30,,9,0,0,1,0,0,1,,0,0,0,0,1,0,1,,6,,4,2021-07-01,1,2021-07-01,2
S11,july_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-07-21,,10,0,0,0,0,0,0,,0,7,4,4,6,0,21,,30,,6,2021-07-22,1,2021-07-22,2
S11,july_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-07-28,,10,0,0,0,0,0,0,,0,2,1,6,1,0,10,,13,,6,2021-07-29,1,2021-07-29,2
S11,august_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-08-18,,6,0,0,0,0,0,0,,0,0,0,3,0,0,3,,8,,6,2021-08-19,1,2021-08-19,2
S11,august_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-08-25,,6,0,0,0,0,0,0,,1,0,0,0,0,0,0,,2,,6,2021-09-01,1,2021-09-01,2
S11,september_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-09-01,,3,0,0,0,0,0,0,,0,0,0,2,1,0,3,,3,,3,2021-10-06,1,2021-10-06,2
S11,september_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-09-22,,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2021-10-06,1,2021-10-06,2
S11,september_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-09-29,,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,,5,,3,2021-10-06,1,2021-10-06,2
S11,october_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-10-27,,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,,3,,3,2021-10-27,1,2021-10-27,2
S11,november_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-11-24,,7,0,0,0,0,0,0,,0,1,0,2,2,0,5,,10,,3,2021-11-29,1,2021-11-29,2
S11,november_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-11-17,,7,0,0,0,0,0,0,,0,1,0,1,0,0,2,,12,,3,2021-11-29,1,2021-11-29,2
S11,december_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-12-15,,4,0,0,0,0,0,0,,0,1,0,0,7,0,8,,10,,3,2021-12-21,1,2021-12-21,2
S11,january_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-01-26,,4,0,0,0,0,0,0,,0,0,1,0,0,0,1,,4,,3,2022-01-31,1,2022-01-31,2
S11,january_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-01-19,,9,0,0,0,0,0,0,,0,2,3,0,8,0,13,,10,,3,2022-01-31,1,2022-01-31,2
S11,february_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-02-16,,3,0,0,0,0,0,0,,0,0,0,0,2,0,2,,8,,3,2022-02-17,1,2022-02-17,2
S11,february_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-02-23,,2,0,0,0,0,0,0,,0,1,0,0,1,0,2,,3,,3,2022-02-23,1,2022-02-23,2
S11,march_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-03-23,,6,0,0,0,0,0,0,,0,0,1,1,3,0,5,,12,,3,2022-03-28,1,2022-03-28,2
S11,march_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-03-16,,6,0,0,0,0,0,0,,0,2,0,0,1,0,3,,4,,3,2022-03-28,1,2022-03-28,2
S11,april_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-04-28,,10,0,0,0,0,0,0,,0,5,0,8,0,0,13,,18,,3,2022-05-04,1,2022-05-04,2
S11,april_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-04-08,,10,0,0,0,1,0,1,,0,2,1,1,1,0,5,,5,,3,2022-05-04,1,2022-05-04,2
S11,april_2022_arm_1,ento_form_1a_immediately_processed_summary,3,2022-04-01,,10,0,0,0,0,0,0,,1,1,0,0,1,0,2,,9,,3,2022-05-04,1,2022-05-04,2
S11,may_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-05-25,,4,1,0,0,0,0,1,,0,2,1,0,9,0,12,,17,,3,2022-06-02,1,2022-06-02,2
S11,may_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-05-18,,4,0,0,0,0,0,0,,0,0,0,0,1,0,1,,10,,3,2022-06-02,1,2022-06-02,2
S11,june_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-06-22,,9,0,0,0,0,0,0,0,0,12,4,1,12,0,29,0,65,,2,2022-07-06,1,2022-07-06,2
S11,june_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-06-15,,9,0,0,0,0,0,0,,0,8,0,0,2,0,10,,17,,3,2022-07-06,1,2022-07-06,2
S11,july_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-07-13,,7,0,0,0,0,0,0,,0,36,0,10,19,0,65,,204,,3,2022-07-19,1,2022-07-19,2
S11,july_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-07-20,,7,0,0,0,0,0,0,,0,94,5,23,48,1,171,,437,,3,2022-07-21,1,2022-07-21,2
S11,july_2022_arm_1,ento_form_1a_immediately_processed_summary,3,2022-07-27,,7,0,0,0,0,0,0,,0,11,5,5,23,0,44,,67,,4,2022-08-02,1,2022-08-02,2
S11,august_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-08-03,,8,0,0,0,0,0,0,,0,14,2,4,11,0,31,,48,,4,2022-08-04,1,2022-08-04,2
S11,august_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-08-24,,2,0,0,0,0,0,0,,0,4,1,0,2,2,9,,6,,3,2022-09-01,1,2022-09-01,2
S11,september_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-09-21,,6,0,0,0,0,0,0,,0,12,5,5,12,0,34,,25,,3,2022-09-23,1,2022-09-23,2
S11,september_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-09-14,,6,0,0,0,0,0,0,,0,9,0,6,8,0,23,,24,,3,2022-10-11,1,2022-10-11,2
S11,october_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-10-12,,3,0,0,0,0,0,0,,0,7,0,5,7,0,19,,26,,4,2022-10-19,1,2022-10-19,2
S11,october_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-10-19,,3,0,0,0,0,0,0,,0,18,0,5,4,0,27,,28,,4,2022-10-19,1,2022-10-19,2
S11,october_2022_arm_1,ento_form_1a_immediately_processed_summary,3,2022-10-26,,3,0,0,0,0,0,0,,0,18,0,1,5,0,24,,44,,10,2022-10-27,1,2022-10-27,2
S11,november_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-11-16,,9,0,0,0,0,0,0,,0,3,5,8,10,1,27,,20,,10,2022-11-16,1,2022-11-16,2
S11,november_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-11-23,,9,0,0,0,0,0,0,,0,3,6,4,3,0,16,,6,,12,2022-11-24,1,2022-11-24,2
S11,december_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-12-14,,2,0,0,0,0,0,0,,0,3,4,2,4,0,13,,17,,10,2022-12-14,1,2022-12-14,2
S11,december_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-12-21,,4,0,0,0,0,0,0,,0,4,3,1,4,0,12,,25,,10,2022-12-21,1,2022-12-21,2
S13,january_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-01-22,,7,0,0,0,0,0,0,,1,1,0,0,3,0,4,,15,,3,2020-04-09,1,2020-04-09,1
S13,january_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-01-29,,7,0,0,0,0,0,0,,1,2,0,2,0,0,4,,4,,3,2020-04-10,1,2020-04-10,1
S13,february_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-02-05,,3,0,0,0,0,0,0,,0,2,0,0,0,0,2,,4,,3,2020-04-27,1,2020-04-27,1
S13,february_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-02-19,,3,0,0,0,0,0,0,,0,0,0,0,0,2,2,,16,,3,2020-04-27,1,2020-04-27,1
S13,february_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-02-26,,3,0,0,0,0,0,0,,1,1,0,1,1,0,3,,14,,3,2020-04-27,1,2020-04-27,1
S13,march_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-03-04,,6,0,0,0,0,0,0,,2,1,0,0,0,0,1,,5,,3,2020-04-30,1,2020-04-30,1
S13,march_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-03-18,,2,0,0,0,0,0,0,,0,0,0,2,1,0,3,,4,,3,2020-04-30,1,2020-04-30,1
S13,june_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-06-03,,7,0,0,0,0,0,0,,0,4,8,24,9,0,45,,7,,3,2020-06-05,1,2020-06-05,1
S13,june_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-06-17,,7,0,0,1,0,0,1,,1,2,0,10,8,0,20,,21,,3,2020-06-26,1,2020-06-26,1
S13,june_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-06-24,,7,0,0,0,0,0,0,,0,6,1,5,9,0,21,,14,,3,2020-06-26,1,2020-06-26,1
S13,july_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-07-08,,9,0,0,0,0,0,0,,0,2,1,1,4,0,8,,6,,3,2020-08-04,1,2020-08-04,1
S13,july_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-07-22,,9,0,0,0,0,0,0,,0,0,2,1,3,0,6,,2,,3,2020-08-05,1,2020-08-05,1
S13,july_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-07-29,,9,0,0,0,0,0,0,,0,0,0,0,1,0,1,,2,,3,2020-08-05,1,2020-08-05,1
S13,august_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-08-05,,4,0,0,0,0,0,0,,0,3,0,1,2,0,6,,14,,3,2020-08-20,1,2020-08-20,2
S13,august_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-08-19,,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,,3,,3,2020-08-20,1,2020-08-20,2
S13,august_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-08-26,,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,,6,,3,2020-09-02,1,2020-09-02,2
S13,september_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-09-02,,7,0,0,0,0,0,0,,1,0,0,1,1,0,2,,5,,4,2020-09-14,1,2020-09-14,2
S13,september_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-09-16,,7,0,0,0,0,0,0,,0,0,0,0,1,0,1,,1,,3,2020-09-23,1,2020-09-23,2
S13,september_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-09-23,,7,0,0,0,0,0,0,,0,0,0,0,2,0,2,,3,,3,2020-09-23,1,2020-09-23,2
S13,october_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-10-07,,3,0,0,0,0,0,0,,0,1,0,3,2,0,6,,3,,3,2020-10-07,1,2020-10-07,2
S13,october_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-10-21,,3,0,0,0,0,0,0,,0,1,0,2,2,0,5,,2,,3,2020-10-21,1,2020-10-21,2
S13,october_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-10-28,,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,,3,,3,2020-11-04,1,2020-11-04,2
S13,november_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-11-04,,5,0,0,0,0,0,0,,0,2,2,6,5,0,15,,28,,3,2020-11-05,1,2020-11-05,2
S13,november_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-11-18,,5,0,0,0,0,0,0,,0,0,0,3,2,0,5,,4,,5,2020-11-18,1,2020-11-18,2
S13,november_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-11-25,,5,0,0,0,0,0,0,,0,0,2,0,1,0,3,,8,,3,2020-11-30,1,2020-11-30,2
S13,december_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-12-02,,8,0,0,0,0,0,0,,1,1,0,3,3,0,7,,4,,3,2020-12-02,1,2020-12-02,2
S13,december_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-12-16,,8,0,0,0,0,0,0,,0,0,0,0,2,0,2,,3,,4,2020-12-16,1,2020-12-16,2
S13,january_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-01-06,,9,0,0,0,0,0,0,,1,5,4,6,5,0,20,,10,,3,2021-01-07,1,2021-01-07,2
S13,january_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-01-20,,9,0,0,0,0,0,0,,0,1,2,3,2,0,8,,10,,3,2021-02-02,1,2021-02-02,2
S13,january_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-01-27,,9,0,0,0,0,0,0,,0,0,0,1,0,0,1,,3,,3,2021-02-03,1,2021-02-03,2
S13,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-02-17,,2,0,0,0,0,0,0,,0,0,8,7,3,0,18,,6,,3,2021-03-03,1,2021-03-03,2
S13,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-02-24,,2,0,0,0,0,0,0,,0,0,4,6,6,0,16,,18,,3,2021-03-19,1,2021-03-19,2
S13,march_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-03-17,,4,0,0,0,0,0,0,,0,0,3,6,2,0,11,,7,,4,2021-04-01,1,2021-04-01,2
S13,march_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-03-24,,4,0,0,0,0,0,0,,0,0,1,3,1,0,5,,14,,4,2021-04-01,1,2021-04-01,2
S13,march_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-03-31,,4,0,0,0,0,0,0,,0,1,0,2,3,0,6,,5,,4,2021-04-01,1,2021-04-01,2
S13,april_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-04-21,,9,0,0,0,0,0,0,,0,1,4,1,1,0,7,,3,,5,2021-04-28,1,2021-04-28,2
S13,april_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-04-28,,6,0,0,0,0,0,0,,0,0,2,0,0,0,2,,1,,5,2021-04-28,1,2021-04-28,2
S13,may_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-05-26,,3,0,3,0,1,0,4,,0,20,4,43,13,0,80,,63,,5,2021-06-09,1,2021-06-09,2
S13,may_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-05-19,,3,0,0,0,0,0,0,,0,3,4,12,5,0,24,,14,,5,2021-06-11,1,2021-06-11,2
S13,may_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-05-19,,3,0,0,0,0,0,0,,0,3,4,12,5,0,24,,14,,5,2021-06-22,1,2021-06-22,2
S13,june_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-06-16,,7,0,1,1,1,0,3,,0,2,20,28,19,0,69,,31,,4,2021-07-01,1,2021-07-01,2
S13,june_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-06-23,,7,0,0,0,0,0,0,,1,0,2,2,7,0,11,,9,,4,2021-07-01,1,2021-07-01,2
S13,june_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-06-30,,7,0,0,0,0,0,0,,0,0,3,12,6,0,21,,4,,4,2021-07-01,1,2021-07-01,2
S13,july_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-07-21,,2,0,0,0,0,0,0,,0,3,0,0,2,2,7,,8,,6,2021-07-22,1,2021-07-22,2
S13,july_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-07-28,,2,0,0,0,0,0,0,,0,1,1,0,0,0,2,,3,,6,2021-08-04,1,2021-08-04,2
S13,august_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-08-18,,9,0,0,0,0,0,0,,1,0,0,0,1,0,1,,3,,6,2021-08-19,1,2021-08-19,2
S13,august_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-08-25,,9,0,0,0,0,0,0,,0,0,0,0,0,0,0,,3,,6,2021-09-01,1,2021-09-01,2
S13,september_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-09-01,,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2,,3,2021-10-06,1,2021-10-06,2
S13,september_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-09-22,,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1,,3,2021-10-06,1,2021-10-06,2
S13,september_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-09-29,,10,0,0,0,0,0,0,,0,0,1,0,1,0,2,,0,,3,2021-10-06,1,2021-10-06,2
S13,october_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-10-27,,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1,,3,2021-10-27,1,2021-10-27,2
S13,november_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-11-24,,6,0,0,0,0,0,0,,0,0,2,0,2,0,4,,3,,3,2021-11-29,1,2021-11-29,2
S13,november_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-11-17,,6,0,0,0,0,0,0,,0,6,0,10,0,0,16,,6,,3,2021-11-29,1,2021-11-29,2
S13,december_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-12-15,,3,0,0,0,0,0,0,,0,2,1,3,1,0,7,,0,,3,2021-12-21,1,2021-12-21,2
S13,january_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-01-26,,7,0,0,0,0,0,0,,0,1,0,0,0,0,1,,2,,3,2022-01-31,1,2022-01-31,2
S13,january_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-01-19,,7,0,0,0,0,0,0,,0,0,0,1,0,0,1,,2,,3,2022-01-31,1,2022-01-31,2
S13,february_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-02-16,,10,0,0,0,0,0,0,,0,3,0,0,3,0,6,,3,,3,2022-02-17,1,2022-02-17,2
S13,february_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-02-23,,10,0,0,0,0,0,0,,0,5,0,1,6,0,12,,29,,3,2022-02-23,1,2022-02-23,2
S13,march_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-03-23,,6,0,0,0,0,0,0,,0,2,1,2,5,0,10,,32,,3,2022-03-28,1,2022-03-28,2
S13,march_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-03-16,,4,0,0,0,0,0,0,,0,4,0,2,9,0,15,,48,,3,2022-03-28,1,2022-03-28,2
S13,april_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-04-28,,2,0,0,0,0,0,0,,0,2,0,0,0,0,2,,4,,3,2022-05-04,1,2022-05-04,2
S13,april_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-04-08,,2,0,0,0,0,0,0,,0,2,1,1,1,0,5,,6,,3,2022-05-04,1,2022-05-04,2
S13,april_2022_arm_1,ento_form_1a_immediately_processed_summary,3,2022-04-01,,2,0,0,0,0,0,0,,0,1,0,0,0,0,1,,8,,3,2022-05-04,1,2022-05-04,2
S13,may_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-05-25,,9,0,0,0,0,0,0,,0,3,0,1,1,0,5,,1,,3,2022-06-02,1,2022-06-02,2
